Text,Class,Type
"My church has collected a large number of items to be donated to those in need in Staten Island . Please contact me asap , as we are trying to organize a drop off at an aid site or community center -- where ever we are most needed ! -blankets -baby items -coats -gloves -hats -toiletries -Advil , Tylenol",Medical,resource
Just spent $ 100+ in food alone for myself in prep for # Frankenstorm looks like cooking parties are in store for the next few days ...,None,N/A
Lights are flickering now . Hoping the electricity stays on up here . # hurricanesandy,Energy,need
"“ @ PANTSSteve : NYC PREPARES : Mayor Bloomberg urges citizens to shoplift batteries , flashlights , bottled water # sandy”",None,N/A
"I have an SUV , I can donate water , and I am a candlemaker so I can donate and make candles if anyone needs them .",Water,resource
I have several items I can donate including : -a bassinet stroller -half a packet of preemie diapers -candles -paper towels -9volt batteries -size 14/16 maternity jeans -canned tuna and shrimp,Energy,resource
Hey sandy ... do me a favor and stay in the Atlantic ... please ?,None,N/A
How can you start the marathon ... when Staten Island ... your starting line ... is in the condition it is after sandy ? ! ? !,None,N/A
4 bottles,Water,resource
In more important issues ... ... .this snow storm better not knock my power out again,None,N/A
"pick up and donate clothes , gloves , towels , blankets , water .",Water,resource
I have a comforter to give . I could also give temporary shelter . I could also give a hot meal .,Food,resource
6:15 . Still no power . It 's amazing 90mph winds and we have Internet through sandy . But 5 inches of snow and my neighborhood is out .,Energy,need
Extra Marshmallows Please ! ☕ # cocoa # hotchocolate # foodie # drinks # Sandy # HurricaneSandy # stra @ Home of MVB http : //t.co/e6uUuAbG,None,N/A
"Bedding , batteries , dishes , paper and cleaning products , hygiene products .",Energy,resource
Ohh yea another storm but this time snow ! ! ! ! ! Nothing crazy like last year tho ... ... .. I think,None,N/A
# SandyHelp please help ! Sandy litterly broke Atlantic City ... . Ventnor is like a ghost town ... . This hurts like hell i my heart ... . HELP !,None,N/A
"I have toys , books , some clothing , canned food , hygiene products",Food,resource
I 'm at the superfoodtown with everyone else who thought they should stock up before possible storm -__-,None,N/A
I would be happy to aid in transporting medical supplies .,Medical,resource
Can help collect and distribute food/supplies .,Food,resource
"General volunteer opportunities - shelters , resource distro , food banks , etc",Food,resource
"coats , clothing , etc cat food",Food,resource
"Every year we do an `` Adopt-A-Family '' outreach to help those in my community . This year we would love to help our downstate neighbors in need of clothes , supplies , hygiene products , toys , canned goods , blankets and whatever else is needed for an early holiday mission .",Food,resource
"Global Kids LIC is a group of students , 13-18 years who are interested in collecting donations , organizing donations , and helping to prepare sandwiches/boxed meals for families in need . Please let these young folk know how they can help .",Food,resource
"I would like to help on Christmas I can cook , deliver food serve meals . I think food is love , and that 's how I can best help . I am a middle aged woman with a car , i ca n't do any physical labor as listed above ...",Food,resource
"I can distribute food and/or goods , cook , provide Reiki ( relaxation therapy ) , check on residents , organize , provide graphic design work",Food,resource
"Cooking , food prep",Food,resource
Just crossed into day 5 . No power # sandy,Energy,need
Is there a drop off center for clothing and food donations ?,Food,resource
So much frozen food left.. Wonder why ... . # Sandy,None,N/A
"Items such as plastic utensils , baby items , and water should be brought locally to ************* btwn 23rd ave and Astoria Blvd . Thanks !",Water,need
I just helped my parents gut out their bungalow in Breezy Point - I 'm getting pretty good at cutting out everything below 1 ' above the water line,Water,resource
