Text,Class,Type
"we are a group contractors agricultural based has Mirebalais , we would like to find financial means because we can only work .",None,N/A
there are people in Delmas 32 who form an association who is taking food on the name of the people in that neighborhood . they are just keeping it . it is not being distributed .,Food,need
i am in kenscoff we have no home and we are sleeping on the streets we need first aid kits,Medical,need
"we need help , it is going to rain . Delmas 62",Medical,need
"When a mother feels dizzy and has head injuries after the earthquake , can she still breastfeed her baby ?",Medical,need
I am a victim of the January 12th earthquake .,Medical,need
Look at under this 1 over the top of this 7.i send it back to you tomorrow morning . do n't cry,None,N/A
"We need Food , etc in Croix - des - Mission , Rail Street # 17 . Thank you for your understanding .",Food,need
"Good morning 4636 i always there , in the Good work you do.you promissed me a card i do n't find it .",None,N/A
Please we need electricity in Tabar zone Thank you,Energy,need
WAS THE GOVERNMENT GAVE ME FOOD IT TELLS ME TO WASH MY HAND BEFORE EATING ?,Food,need
"We are very hungry , we need some help . Please",Food,need
We are hungry and can not find food .,Food,need
WE DONT HAVE HELP AT ALL WE ARE ABANDONNED WE ARE SITUATED IN PETIONVILLE ON THE WAY TO DIEGUE ON THE SIDE OF THE HEALTH CENTER THANKS,Medical,need
"We need Food in Debussy , some can find some others ca nt .",Food,need
"I AM SO HUNGRY , I PRAY , BUT I CANNOT GET HELP CALL ME",Food,need
I do not have a card for food . I need one please .,Food,need
"Hello we are in Leogane , we are 9 people we need water to drink . Please help us .",Water,need
I 'm a victime I have problem I need you to help me about food and others,Food,need
Get this message through - there are people in Fort Jacques on Route Kalbas who do n't have a place to live and who do n't have any food . What can we do in this case ?,Food,need
"I 'm very close to Port - au - Prince at Tabarre , Routes Freres i need to get to the hospital in urgency .",Medical,need
"Kolekte is hell , hungry , please help",Food,need
i would like to help out in my area with children who have no food because of the earthquake . What can I do ?,Food,need
I live in Peguy ville by Petion Ville . we need food .,Food,need
I want to hear the news ( paper ) you must know,None,N/A
you go around in the area born.fer Petit - Goave first section we find nothing,None,N/A
"We are dying of hunger , please bring us food . We are on Juvernat road , we 're refugees situated at the entrance of the Canadien Embassy near Saint SUrin",Food,need
MBE . WE ARE ALMOST WITHOUT WATER TO DRINK . PLEASE STOP BY ON RUE SAINTILUS ( SAINTILUS STREET ) OK,Water,need
When do the procedures for the USA 's tourist visas are going to begin ?,None,N/A
"Help me to go to school , please.thank you .",None,N/A
"We have no food , make a way for us please . our brothers are in carrefour on the ground salaisien Tolan , Please !",Food,need
I WOULD LIKE TO KNOW MORE ABOUT THE EARTH QUAKE .,None,N/A
we need foods and tents . contact us in the street ' ' Estime '' # 28,Food,need
What I do so that I ca n't get sore eyes,None,N/A
It 's is still the Organisation des fils de Nippes pour le Developpement ( OFBIDE ) . We have n't received a response to our request .,None,N/A
I 'm pregnant and I 'd like to know which precautions that I should take .,None,N/A
"Port - au - Prince we were n't able to save anything , we need help",Water,need
Please people in piece of land kastro need food ? Thanks,Food,need
How you can help me to have a house ?,None,N/A
"teacher , I'll search for widekine to morrow morning .",None,N/A
"I 'm living in a camp , without water or food . Bring us food .",Food,need
"statement of qualification . certified in social science , student in science",None,N/A
We need some help at croix - des - bouquet . Some reffuges have never find any food .,Food,need
Where would people have to go that have problems with their visa ?,None,N/A
NOTES : I can not translate the message because it 's not complete .,None,N/A
A cold front is over Cuba this morning . It could cross Haiti tomorrow . Isolated storms are already forecast for our region tonight .,Medical,need
We are four different families staying at one small place . We have two wounded .,Medical,need
NOTES : This message is not too important for my work .,None,N/A
I would like to know some information on daily activity .,None,N/A
"From brabalance , hunger is killing us . Please bring us some aid .",Food,need
"The people can not find food , hunger is killing them , please send the police so the street vendors can lower the price of the food .",Food,need
Can people start sleeping back inside their home now ?,None,N/A
NOTES : when is there going to be any flight from Miami to Haiti,None,N/A
"they closed the bathroom and shower at the TNH , so we can no longer do our physical needs . .. . there is some children that poop on themselve because . .. Note : Message cutoff , need to look at other . .. . Sebastien Cournoyer",Medical,need
Because we are hunger and weakness is killing the people in provences,Food,need
"I 'm a student in my 2nd year of accounting . Can I find a job to continue studying , or maybe a scholarship ?",None,N/A
where can a homeless go for food,Food,need
Like people walking next to land that we see in it ?,None,N/A
What number do I need to have ask for a job .,None,N/A
The earthquake left me with no clothes and no food to eat . I left to go in the provinces and we are still suffering .,Food,need
I am dying of hunger . I have not eaten anything in a few days . the whole neigborhood,Food,need
The baby 's diapers are under the rubble along with the rubber nipples / baby bottles . We greatly need your strong hands .,Medical,need
What can a person do ? I do n't feel the same way I used to be . I am troubled . What should I do ?,None,N/A
"There are some victims at my house , we have eaten all we have .",Food,need
"I 'm very hungry , do something for me , because information is good , but hunger is tough , my brothers and sisters",Food,need
"I have a child who 's father is in a foreign country and does n't take care of him , I have no house , , I have no food to give him",Food,need
"send me some supports , please!i am very hungry . i have nobody at Gonaives . after the earthquake , i am living in ' ' Gonaives '' , i ca n't return in port - au - prince because my house breaked",Food,need
"Hello , I 'd like to know what number to call for the World Food Program , to thank them .",Food,need
"In our village Kachipul , flood affected very drastically . The flood destroys our crops , our houses and all belongings . The Govt . have not yet taken any steps to help us .",Food,need
The address is new life bo kay in St Fille,None,N/A
"Where someone can to ask a job , Please ?",None,N/A
me ever to find the rices that were distribute by the American . makes me find rices,Food,need
If someone do not have access to internet Where can he bring his CV,None,N/A
"finding a little food to eat , because there are alot of us hungry",Food,need
"There are bed conditions in our area.we have unsuffient shelter , food and other facilities.there is dire need of food.we are looking NGOs and other or",Food,need
I would like a job with an NGO,None,N/A
This did not just happen in Port au Prince it 's up in Pot de Paix too .,Water,need
"Radio Signal FM , what should I do to know lots of Lottery",None,N/A
"I am not sick , thanks God but , we people in Impasse filadelfya , are dying of hunger .",Food,need
"thank you for the beautifuls messages i put in application , i need to work i sturdy administration you can give me a job",None,N/A
NOTES : itis not important to translate it,None,N/A
please i m asking if your not gon na distribute food in port - au - prince because everyone is in the suburbs like Gros morne . ..,Food,need
people in Croix des Prs are dying of hunger .,Food,need
"Unitet state , why you do n't send me the messages ?",None,N/A
I do n't have any food in my house to eat please do something for me,Food,need
"Flood has caused a great damage in our Kachipul village . Our crop , our houses , and our business everything has been destroyed . Still , Government has not helped us in any way .",Food,need
"It 's food we need , with tents so we can survive out in the open . Advice is good too , but that ca n't save us in our misery",Food,need
"Hi how are you doing ? I lost my mom , and now I am dying of hunger",Food,need
WHAT CAN A PSYCHOLOGIST DO OR WORK TO AID IN THE EFFORT?(IN HAITI NOW ),Medical,need
"One of my kids is in an american school in P - au - P which has its annexe in florida . As it is extremely difficult to attend school now , is it possible to l",None,N/A
"Please , where is the Senegalese Consulate ?",None,N/A
"Hey ! you send for haiti we find anything even a water sachet , when jesus came in the under the ground he said the people give the order , father God , why among all the zone were more despise ?",Water,need
The children who are in my hands does not infect Pneumonia was through this that I had taken,Medical,need
We need help . We are a Seguineau road at the corner of nazon and bertholy . We really need water .,Water,need
"Hi , United Nations please I would like to go in a other country to live there how can you help me please",None,N/A
WHEN CAN WE WORK ? I CANNOT BEAR IT ANYMORE,None,N/A
i have n't found anything to eat please help me,Food,need
I have a person alive under the Caribbean market . help me save them .,Medical,need
"When will a person be able to attain a passport , please .",None,N/A
People from Grand Goave would like to ask the authorities if they are not human being like the rest of the peple on the island . They had no help since January 12,Medical,need
"IN FRANCOIS WE NEED HELP , WE DONT HAVE FOOD OR ANYTHING ELSE , OUR HOUSE IS IN DEBRIS , PLEASE BRING US HELP",Food,need
"You know that the water turns to ice and flowers in fruit , even our friendship can turn into love . Please , please give me a darling little place in your heart that I can live in . I love you and I worship you forever and ever . Answer .",None,N/A
You seem to be angry with what I said,None,N/A
Good morning . This is an animator of Caraibes Radio . I would like to pass on some news .,None,N/A
.. with the provinces . They neglect the capital,None,N/A
I live in Nazon . What can we do to get your assistance with tents and food .,Food,need
No Location : People are starving . .. please do something to save us .,Food,need
"4636 : ONG says that if you have a mosquito , use it while you vomit . It 's so important , it can help you to diminish risk to catch malaria .",Medical,need
Good evening . we are writing to ask you for a little help in the Sibert area . We are calling for something to eat . We have n't eaten anything yet . We ask you please do us a favor .,Food,need
"For people from department Northwest , where can they find the buses to take ?",None,N/A
Digicel did have anybody died ?,None,N/A
"We need a tent , food , a tarp .",Food,need
we are telling you to day the SMS services 4636 for urgent information .,None,N/A
"Good afternoon . The people of Clercine 26 next to the village of Theodatee are yelling in agony because we do n't have tents , food . Please !",Food,need
Please hurry . We are hungry . We are in Fontamara .,Food,need
Please BANMA ti ? on information on cash for work,None,N/A
"We are located at leogane laferone . WE are diing with no food , no house . Help us please",Food,need
I would like information in immigration to Senegal . Thanks .,None,N/A
What can I do to find some water and food for a hostel / lodging .,None,N/A
"Hello . We are in Belok , Leogan . We need food and tents or plastic sheets .",Food,need
"If some body lives in a camp and than they need some bathroom , what could they do ?",None,N/A
We do n't have mosquito nets for the children and they did n't bring us any .,Medical,need
"I need help . I have no house , clothing , food . I live in Christ - Roi",Food,need
"One can not learn how to become a stylist in Haiti , it 's too bad . BUT I want to make my dreams come true , I am a big dreamer , I feel very lonely my days and",None,N/A
for what sickness we can use this medicine ( r # ),None,N/A
I 'd like to find help and food .,Food,need
They make a succes please give me a rice thanks .,Food,need
Where can I find a tent and food ?,Food,need
"I do n't find anything to eat , I almost die please help me .",Food,need
I NEED HELP I HAVE NO FOOD NO TENTS,Food,need
"Hello , I am living in innovasion street , I hear pub daily about 4636,I wrote but I did n't receive any thing from any boby . now , I want to know , why do you try to foul people with this 4636 ?",None,N/A
"I miss you I ca n't see you , You do n't miss me .",None,N/A
"I 'm greeting the organizations what i need is : food , tent , thanks for your understanding .",Food,need
"I would like to have infos regarding canadian Visas and grants to study there , can you please help me ?",None,N/A
How we can help me find a job ?,None,N/A
Health alert : MSF is giving care in Matisan 25 to all victims of sexual violence,Medical,need
that is I must make for go to the senegale by what I can not live here . makes me known,None,N/A
Please add airtime on my phone . Thanks,None,N/A
I thought we said everything we had nothing to hide .,None,N/A
Good afternoon . .. HELP . .. We are located in Port - de - Paix . We need food for the people that just arrived and they do not have NOTHING to eat . Please listen to our PLEA . ..,Food,need
Tell the United Nations that I have never found any help . I do n't have the strength to move the debris because I am starving .,Food,need
I would like to know where to find a hospital,None,N/A
"In these areas , all the houses have been destroyed . People do not have food to eat .",Food,need
"we need help in the town of ( bas Saintard , guitton , jean hose , mahotte ) in Arcahaie . A lot of people migrating from the capital . We need food ,",Food,need
"there 's a group of people who are in the catholic church in Sarthe , they need ( food ? ) ..",Food,need
"Please we need help righ now we ca n't take it anymore . We need rice , beans , etc .",Food,need
"You do n't respect the promise you do , cause you did'nt put the card for someones .",None,N/A
Thanks send me always the good Message .,None,N/A
"In our village Kachipul flood has damaged alot our crops , our homes and our income everything is finished but government have n't help us Location : vilage kachipul distt : kambr shadadkot please visit our city kachipul",Food,need
I do not understand only you known as because I am hunger . cease lying me because I am really hunger .,Food,need
"Delmas 41 across from Teleco need help , food",Food,need
we need some tent with food at mon repos 44 rue concorde # 44.sos quickly,Food,need
"I left Port - au - Prince , I came to Les Cayes . I never found ( got ) anything . Hunger is killing me . I feel like I ca n't take it any more",Food,need
We would please let us know who you are because you inform us very well .,None,N/A
this message is not important to translate cause is not clear,None,N/A
"Good Morning , Thank you for all your advices . I do not not have time and I do not have food . I even sleep in the street . What I need to do ?",Food,need
WE HAVE NOTHING TO EAT IN DUVAL 22,Food,need
What measures are being taken for university students . Can they find work thank you,None,N/A
I 'd like to know when the major works will start,None,N/A
"4636:ONG said treat the water with aquatab or put klorox before drinking , If you put klorox wait after 30 minuit before you drink the water .",Water,need
Festival Greetings to Allah team and family from KOTLY SATTIAN RAFFANA MUBEEN,None,N/A
"We are at La Gonave , everyone on La Gonave will end up dying of hunger , and the extremely high cost of basic necessities we are asking site",Food,need
When can the population in the metropolitain zone hope to have a little electricity from the EDH ?,Energy,need
"I have many problems . I have nothing to eat . please , please put some money on my card so i can call someone . please , thanks in advance .",Food,need
Does Canada have a program of the schoolarship ?,None,N/A
"United Nations , we need food , we have already known those methods .",Food,need
I am a victim . I have head injuries . I do not feel very well . How can I find aid with this type of medical complication .,Medical,need
I 'd like to have all today 's information .,None,N/A
I want to participate in the relieve program 4636 .,None,N/A
"After every desaster the country knows , everybody know that the national and the international commitee . How the help are browsing : money , food never find the true victim",Food,need
we are dying of hunger . we are located at source corrosol Eglise de Dieu . .. is my life . we have approx 900 people . Note : could not find on th map,Food,need
People on Route Terre never got any help . Hunger is killing us . Do something for us .,Food,need
"I AM VERY HUNGRY , CAN YOU DO SOMETHING FOR ME LIKE A JOB ? WHAT CAN I DO ?",Food,need
I have a son who 'd been hurt . They took him away for treatment ? but O do n't know to what hospital they . ..,Medical,need
"We need a food they are living in the matisan , please help me .",Food,need
NOTES : It 's important for the nation to find Medical helps,Medical,need
In what Hospital someone can have free treatment,None,N/A
What can we do for enrollment of children ? . Especially for parents who lack the economic means . I am one of those parents .,None,N/A
"Please , there are 11 people in the family who are survivors and went to Cap Haitien , I do n't have the means to feed them . Do something for me please",Food,need
